subsystem,module_name,module_path,package_root,nesting_level,format_family,python_target_area,priority_seed,notes
writer,Writers.JATS.Table,src/Text/Pandoc/Writers/JATS/Table.hs,core,2,JATS,src/pandoc_py/writers/,high,
writer,Writers.JATS.Types,src/Text/Pandoc/Writers/JATS/Types.hs,core,2,JATS,src/pandoc_py/writers/,high,
writer,Writers.Jira,src/Text/Pandoc/Writers/Jira.hs,core,1,Jira,src/pandoc_py/writers/,high,
writer,Writers.LaTeX,src/Text/Pandoc/Writers/LaTeX.hs,core,1,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Caption,src/Text/Pandoc/Writers/LaTeX/Caption.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Citation,src/Text/Pandoc/Writers/LaTeX/Citation.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Lang,src/Text/Pandoc/Writers/LaTeX/Lang.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Notes,src/Text/Pandoc/Writers/LaTeX/Notes.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Table,src/Text/Pandoc/Writers/LaTeX/Table.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Types,src/Text/Pandoc/Writers/LaTeX/Types.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.LaTeX.Util,src/Text/Pandoc/Writers/LaTeX/Util.hs,core,2,LaTeX,src/pandoc_py/writers/,high,
writer,Writers.Man,src/Text/Pandoc/Writers/Man.hs,core,1,Man,src/pandoc_py/writers/,high,
writer,Writers.Markdown,src/Text/Pandoc/Writers/Markdown.hs,core,1,Markdown,src/pandoc_py/writers/,high,
writer,Writers.Markdown.Inline,src/Text/Pandoc/Writers/Markdown/Inline.hs,core,2,Markdown,src/pandoc_py/writers/,high,
writer,Writers.Markdown.Table,src/Text/Pandoc/Writers/Markdown/Table.hs,core,2,Markdown,src/pandoc_py/writers/,high,
writer,Writers.Markdown.Types,src/Text/Pandoc/Writers/Markdown/Types.hs,core,2,Markdown,src/pandoc_py/writers/,high,
writer,Writers.Math,src/Text/Pandoc/Writers/Math.hs,core,1,Math,src/pandoc_py/writers/,high,
writer,Writers.MediaWiki,src/Text/Pandoc/Writers/MediaWiki.hs,core,1,MediaWiki,src/pandoc_py/writers/,high,
writer,Writers.Ms,src/Text/Pandoc/Writers/Ms.hs,core,1,Ms,src/pandoc_py/writers/,high,
writer,Writers.Muse,src/Text/Pandoc/Writers/Muse.hs,core,1,Muse,src/pandoc_py/writers/,high,
writer,Writers.Native,src/Text/Pandoc/Writers/Native.hs,core,1,Native,src/pandoc_py/writers/,high,
writer,Writers.ODT,src/Text/Pandoc/Writers/ODT.hs,core,1,ODT,src/pandoc_py/writers/,high,
writer,Writers.OOXML,src/Text/Pandoc/Writers/OOXML.hs,core,1,OOXML,src/pandoc_py/writers/,high,
writer,Writers.OPML,src/Text/Pandoc/Writers/OPML.hs,core,1,OPML,src/pandoc_py/writers/,high,
writer,Writers.OpenDocument,src/Text/Pandoc/Writers/OpenDocument.hs,core,1,OpenDocument,src/pandoc_py/writers/,high,
writer,Writers.Org,src/Text/Pandoc/Writers/Org.hs,core,1,Org,src/pandoc_py/writers/,high,
writer,Writers.Powerpoint,src/Text/Pandoc/Writers/Powerpoint.hs,core,1,Powerpoint,src/pandoc_py/writers/,high,
writer,Writers.Powerpoint.Output,src/Text/Pandoc/Writers/Powerpoint/Output.hs,core,2,Powerpoint,src/pandoc_py/writers/,high,
writer,Writers.Powerpoint.Presentation,src/Text/Pandoc/Writers/Powerpoint/Presentation.hs,core,2,Powerpoint,src/pandoc_py/writers/,high,
writer,Writers.RST,src/Text/Pandoc/Writers/RST.hs,core,1,RST,src/pandoc_py/writers/,high,
writer,Writers.RTF,src/Text/Pandoc/Writers/RTF.hs,core,1,RTF,src/pandoc_py/writers/,high,
writer,Writers.Roff,src/Text/Pandoc/Writers/Roff.hs,core,1,Roff,src/pandoc_py/writers/,high,
writer,Writers.Shared,src/Text/Pandoc/Writers/Shared.hs,core,1,Shared,src/pandoc_py/writers/,high,
writer,Writers.TEI,src/Text/Pandoc/Writers/TEI.hs,core,1,TEI,src/pandoc_py/writers/,high,
writer,Writers.Texinfo,src/Text/Pandoc/Writers/Texinfo.hs,core,1,Texinfo,src/pandoc_py/writers/,high,
writer,Writers.Textile,src/Text/Pandoc/Writers/Textile.hs,core,1,Textile,src/pandoc_py/writers/,high,
writer,Writers.Typst,src/Text/Pandoc/Writers/Typst.hs,core,1,Typst,src/pandoc_py/writers/,high,
writer,Writers.Vimdoc,src/Text/Pandoc/Writers/Vimdoc.hs,core,1,Vimdoc,src/pandoc_py/writers/,high,
writer,Writers.XML,src/Text/Pandoc/Writers/XML.hs,core,1,XML,src/pandoc_py/writers/,high,
writer,Writers.XWiki,src/Text/Pandoc/Writers/XWiki.hs,core,1,XWiki,src/pandoc_py/writers/,high,
writer,Writers.ZimWiki,src/Text/Pandoc/Writers/ZimWiki.hs,core,1,ZimWiki,src/pandoc_py/writers/,high,
